col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15 col16 col17 col18 col19 col20 col21 col22 col23 col24 col25 col26 col27 col28 col29 col30 col31 col32 col33 col34 col35 col36 col37 col38 col39 col40 col41 col42 col43 col44 col45 col46 col47 col48 col49 col50 col51 col52 col53 col54 col55 col56 col57 col58 col59 col60 col61 col62 col63 col64 col65 col66 col67 col68 col69 col70 col71 col72 col73 col74 col75 col76 col77 col78 
H 105319 H "21 19 51.88" "-53 26 57.4" 4.39 "" G 319.96618253 -53.44926434 A 33.58 107.37 -67.12 0.81 0.56 0.76 0.82 0.44 -0.01 0.13 -0.09 0.18 0.17 0.06 0.14 0.22 -0.01 -0.26 1 0.85 105319 4.624 0.003 4.403 0.003 * 0.191 0.004 G 0.21 0.02 A * 4.4458 0.0006 0.005 116 * 4.44 4.46 "" D "" "" 21199-5327 I 1 2 C "" A AB 272 6.708 0.008 2.64 0.03 S "" "" 202730 "" "" "P-53 10037" 0.21 A5V X
H 105382 H "21 20 45.58" "-40 48 34.2" 4.8 1 H 320.18993153 -40.80950852 * 17.49 76.18 17.66 3.14 0.37 0.89 1.13 0.65 0.1 -0.09 -0.22 -0.21 -0.42 0.42 -0.04 -0.37 -0.02 0.29 9 1.09 105382 4.865 0.002 4.814 0.002 * 0.029 0.026 G 0.07 0.02 A * 4.8278 0.0013 0.008 111 * 4.82 4.84 2.12 P 1 A 21208-4049 H 1 2 C "" B AB 1 0.142 0.023 2.49 0.44 S "" P 203006 "" "C-41 14475" "P-41  9606" 0.07 A2p X
H 105411 "" "21 21 04.24" "+23 51 22.5" 5.58 "" H 320.26766229 23.85625829 "" 11.63 243.57 -120.04 0.5 0.39 0.73 0.59 0.49 -0.25 0.13 -0.22 -0.19 0.21 0.07 0.25 -0.14 0.13 -0.07 3 -1.68 105411 6.954 0.004 5.705 0.002 "" 1.057 0.001 G 1.09 0.06 F "" 5.7487 0.0005 0.006 173 "" 5.74 5.76 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203344 "B+23 4294" "" "" 1.09 K1III X
H 105412 "" "21 21 04.33" "-04 33 36.5" 5.87 "" G 320.26802428 -4.56015214 "" 9.69 -12.89 11.04 0.71 0.52 0.86 0.97 0.62 0.04 -0.1 -0.24 -0.03 -0.04 0.49 0.06 -0.13 0.25 0.18 0 0.19 105412 7.021 0.007 5.964 0.005 "" 0.912 0.001 G 0.91 0.0 H "" 6.0275 0.0012 0.007 60 "" 6.02 6.04 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203222 "B-05 5524" "" "" 0.91 G7III: S
H 105413 "" "21 21 04.80" "+07 21 16.4" 5.81 1 H 320.2700023 7.3545461 "" 3.08 41.25 -17.88 0.72 0.46 0.84 1.06 0.49 0.2 -0.07 -0.2 0.22 -0.28 0.43 -0.1 -0.1 0.31 0.49 0 -0.09 105413 7.975 0.01 6.013 0.004 "" 1.663 0.009 T 2.04 0.03 O "" 5.8904 0.0021 0.014 78 "" 5.86 5.91 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203291 "B+06 4802" "" "" 2.01 M2III S
H 105497 "" "21 22 00.38" "+49 23 19.3" 5.68 "" H 320.5016033 49.38869874 "" 9.93 37.46 61.45 0.5 0.43 0.55 0.66 0.5 -0.12 -0.11 -0.05 -0.37 -0.06 0.08 0.0 -0.05 0.05 -0.27 0 -1.86 105497 7.091 0.004 5.8 0.003 "" 1.1 0.002 G 1.06 0.0 H "" 5.8472 0.0006 0.006 124 "" 5.84 5.86 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203644 "B+48 3357" "" "" 1.06 K0III S
H 105502 "" "21 22 05.13" "+19 48 15.7" 4.08 "" H 320.52139118 19.80435581 "" 21.19 105.94 62.61 0.62 0.6 0.87 0.82 0.64 0.21 -0.32 -0.42 -0.4 -0.08 0.25 -0.13 -0.56 0.41 0.11 0 -0.65 105502 5.515 0.002 4.211 0.002 "" 1.108 0.002 T 1.05 0.03 G "" 4.2483 0.0004 0.004 111 "" 4.24 4.26 "" "" "" "" 21221+1949 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 203504 "B+19 4691" "" "" 1.05 K1III X
H 105515 "" "21 22 14.78" "-16 50 04.4" 4.28 1 G 320.56157261 -16.83455521 "" 15.13 30.83 5.26 0.76 0.45 0.8 0.94 0.53 0.22 -0.02 -0.12 -0.27 -0.07 0.1 -0.12 0.04 0.02 0.41 2 -0.64 105515 5.424 0.004 4.392 0.003 "" 0.888 0.031 G 0.89 0.02 A "" 4.4388 0.0009 0.01 71 "" 4.43 4.46 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" P 203387 "B-17 6245" "" "" 0.89 G8III 4
H 105570 "" "21 22 53.58" "+06 48 40.0" 5.16 "" H 320.72325739 6.81111338 "" 9.06 52.66 11.15 0.77 0.49 0.88 1.06 0.54 0.21 -0.05 -0.26 0.22 -0.21 0.34 -0.07 0.11 0.16 0.48 2 -0.57 105570 5.236 0.002 5.165 0.003 "" 0.064 0.003 T 0.07 0.0 L "" 5.1828 0.0005 0.004 91 "" 5.17 5.2 "" C "" "" 21229+0649 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 203562 "B+06 4811" "" "" 0.06 A3V X
H 105576 "" "21 23 00.47" "-22 40 08.6" 5.63 1 H 320.75196452 -22.66904892 "" 4.89 36.82 0.39 0.69 0.41 0.81 0.83 0.39 0.35 -0.15 -0.19 -0.21 -0.28 0.45 -0.22 -0.18 0.15 0.33 0 0.1 105576 7.747 0.007 5.811 0.004 "" 1.641 0.007 T 1.84 0.04 O "" 5.7197 0.0037 0.019 97 "" 5.7 5.76 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203475 "" "C-23 16877" "P-23  7962" 1.82 M0III 4
H 105652 "" "21 23 58.74" "+24 16 26.7" 5.7 "" H 320.99475047 24.27409155 "" 18.05 136.43 18.11 0.48 0.37 0.65 0.55 0.41 -0.13 0.09 -0.17 -0.04 0.05 0.05 0.07 -0.08 0.05 0.08 0 -1.62 105652 6.091 0.003 5.736 0.003 "" 0.314 0.004 G 0.36 0.01 H "" 5.7807 0.0005 0.005 138 "" 5.77 5.79 "" "" "" "" 21240+2417 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 203803 "B+23 4300" "" "" 0.36 F1IV X
H 105665 "" "21 24 09.60" "-20 51 05.6" 5.38 "" H 321.03999238 -20.85156019 "" 14.31 -7.69 -126.94 0.75 0.46 0.91 0.82 0.42 0.38 -0.26 -0.18 -0.23 -0.21 0.45 -0.18 -0.1 0.23 0.39 0 -0.32 105665 6.888 0.004 5.497 0.003 "" 1.176 0.004 T 1.14 0.0 L "" 5.5439 0.0006 0.005 77 "" 5.54 5.55 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203638 "B-21 6007" "" "P-21  7939" 1.12 K0III 4
H 105668 "" "21 24 11.44" "-12 52 41.3" 5.48 "" G 321.04766053 -12.8781302 "" 20.8 91.67 8.96 0.77 0.51 0.91 1.26 0.59 0.14 -0.02 -0.14 0.3 -0.25 0.47 -0.12 0.23 0.23 0.3 0 -0.7 105668 5.816 0.003 5.516 0.004 "" 0.297 0.005 G 0.34 0.01 H "" 5.5576 0.0006 0.005 80 "" 5.55 5.57 "" C "" "" 21242-1253 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 203705 "B-13 5923" "" "" 0.34 F0V 4
H 105696 H "21 24 24.80" "-41 00 24.1" 5.76 "" H 321.10332831 -41.00669489 A 7.04 26.4 -0.23 2.59 1.94 1.11 1.36 0.81 0.6 0.03 -0.23 -0.35 -0.18 0.21 -0.05 -0.4 0.04 0.09 0 -0.3 105696 5.721 0.004 5.765 0.005 * -0.036 0.005 T -0.01 0.01 L * 5.7614 0.001 0.006 60 * 5.75 5.77 "" D "" "" 21245-4100 I 1 2 C "" A AB 234 0.301 0.005 0.64 0.05 S "" "" 203585 "" "C-41 14503" "P-41  9624" 0.0 A0III X
H 105703 "" "21 24 33.97" "+26 10 28.4" 5.67 "" H 321.1415567 26.17454472 "" 14.84 48.93 6.42 0.47 0.39 0.67 0.58 0.46 -0.07 0.0 0.04 -0.06 0.14 -0.13 0.14 -0.05 -0.01 0.05 1 0.49 105703 6.048 0.003 5.708 0.002 "" 0.323 0.003 T 0.37 0.0 L "" 5.7469 0.0006 0.006 142 "" 5.74 5.76 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203925 "B+25 4531" "" "" 0.34 A8III X
H 105761 "" "21 25 13.02" "-09 44 53.3" 5.71 "" H 321.30423875 -9.74814011 "" 11.82 16.65 -169.45 1.79 0.62 1.08 1.76 0.78 -0.29 -0.03 -0.26 0.52 -0.38 0.5 -0.09 -0.1 0.23 0.1 3 -0.99 105761 5.965 0.005 5.74 0.005 "" 0.208 0.004 G 0.23 0.01 H "" 5.7775 0.001 0.005 52 "" 5.77 5.79 "" C "" "" "" "" "" 1 G "" "" "" "" "" "" "" "" S "" "" 203875 "B-10 5668" "" "" 0.23 F0IV X
H 105767 "" "21 25 16.96" "-03 33 23.7" 5.48 "" H 321.3206872 -3.55657786 "" 7.99 -12.39 -69.77 0.77 0.52 0.84 0.86 0.56 -0.02 -0.2 -0.2 -0.44 0.18 0.33 0.15 -0.36 0.38 0.19 0 0.14 105767 7.405 0.007 5.649 0.004 "" 1.451 0.011 G 1.45 0.02 H "" 5.6151 0.0013 0.008 75 "" 5.6 5.63 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203926 "B-04 5446" "" "" 1.45 K4III S
H 105769 "" "21 25 19.39" "+46 42 51.2" 5.59 1 H 321.33078455 46.71422433 "" 29.14 188.61 48.2 0.4 0.39 0.5 0.48 0.43 -0.14 0.08 0.09 0.15 -0.02 0.1 -0.06 -0.08 -0.12 -0.24 0 0.19 105769 5.978 0.003 5.632 0.003 "" 0.335 0.004 T 0.39 0.01 L "" 5.671 0.0007 0.008 134 "" 5.65 5.69 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204153 "B+46 3305" "" "" 0.38 F0V X
H 105854 "" "21 26 22.75" "-37 49 45.9" 5.64 "" H 321.5947922 -37.82940289 "" 11.82 167.05 -10.91 0.68 0.57 0.8 0.81 0.52 0.27 -0.25 -0.13 0.12 -0.14 0.25 -0.16 -0.32 0.17 0.22 0 1.19 105854 7.185 0.006 5.769 0.004 "" 1.185 0.003 G 1.15 0.0 K "" 5.8025 0.001 0.006 65 "" 5.79 5.81 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203949 "" "C-38 14551" "P-38  8251" 1.15 K2III 3
H 105858 "" "21 26 26.49" "-65 22 05.3" 4.21 "" G 321.61038385 -65.36814438 "" 108.5 81.08 800.68 0.33 0.36 0.59 0.37 0.39 -0.32 0.02 -0.13 -0.1 0.01 0.0 0.02 0.01 -0.09 -0.4 1 -1.88 105858 4.806 0.003 4.284 0.003 "" 0.494 0.02 G 0.61 0.02 A "" 4.3296 0.0003 0.005 258 "" 4.32 4.34 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 203608 "" "C-65  2751" "P-65  3918" 0.61 F6V X
H 105881 "" "21 26 40.03" "-22 24 41.0" 3.77 "" H 321.66678212 -22.41137838 "" 8.19 -2.61 18.88 0.77 0.45 0.9 0.96 0.42 0.32 -0.07 -0.16 -0.16 -0.27 0.43 -0.21 -0.21 0.19 0.33 0 0.5 105881 5.026 0.002 3.859 0.002 "" 1.002 0.009 G 0.88 0.02 A "" 3.9246 0.0006 0.004 89 "" 3.92 3.93 "" C "" "" 21267-2225 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 204075 "B-23  442" "C-22 15388" "" 0.88 G4Ibp... 4
H 105898 "" "21 26 51.57" "+48 50 06.4" 5.29 "" H 321.71487481 48.83510521 "" 8.37 57.95 26.02 0.47 0.39 0.53 0.66 0.45 -0.11 -0.03 0.01 -0.22 0.02 -0.15 0.02 0.02 0.06 -0.13 0 -2.25 105898 5.416 0.003 5.305 0.003 "" 0.108 0.004 T 0.12 0.0 L "" 5.332 0.0006 0.005 119 "" 5.33 5.34 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204411 "B+48 3390" "" "" 0.08 A6pe... X
H 105913 H "21 27 01.66" "-42 32 52.7" 5.5 "" G 321.75692385 -42.54796563 A 18.57 -49.29 14.46 0.71 0.54 0.76 0.69 0.51 0.63 0.01 0.07 -0.41 -0.37 0.05 -0.35 -0.27 0.07 0.45 1 -0.61 105913 6.049 0.004 5.622 0.005 A 0.392 0.002 G 0.4 0.03 C * 5.5984 0.0005 0.006 146 * 5.59 5.61 "" D "" "" 21270-4233 I 1 2 C "" A AB 149 2.907 0.004 2.61 0.02 S "" "" 204018 "" "C-43 14539" "P-43  9451" 0.4 Am X
H 105928 "" "21 27 14.83" "-21 11 46.1" 5.78 "" G 321.81181113 -21.19612774 "" 7.05 -24.64 -33.95 0.75 0.46 0.84 0.85 0.46 0.21 -0.14 -0.23 -0.15 -0.24 0.4 -0.18 -0.09 0.1 0.26 0 -0.8 105928 7.668 0.008 5.941 0.003 "" 1.44 0.001 G 1.41 0.03 C "" 5.9227 0.0009 0.007 78 "" 5.91 5.93 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204139 "B-21 6020" "" "" 1.41 K3III 4
H 105942 "" "21 27 21.36" "+37 07 00.5" 5.3 "" H 321.83901766 37.11679196 "" 1.84 2.49 2.66 0.33 0.39 0.56 0.36 0.42 -0.24 0.04 0.0 -0.02 0.09 -0.15 0.09 0.05 0.16 -0.2 1 -0.08 105942 5.111 0.002 5.274 0.002 "" -0.14 0.002 T -0.13 0.0 L "" 5.2566 0.0004 0.005 204 "" 5.25 5.27 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204403 "B+36 4568" "" "" -0.15 B3V X
H 105966 "" "21 27 40.03" "+27 36 30.8" 5.39 "" H 321.91679163 27.60854356 "" 17.96 41.75 20.44 0.48 0.4 0.71 0.58 0.49 -0.16 0.1 -0.07 -0.09 0.15 -0.13 0.14 -0.11 -0.08 0.02 1 0.03 105966 5.448 0.002 5.394 0.002 "" 0.049 0.003 T 0.06 0.0 L "" 5.4101 0.0006 0.006 144 "" 5.4 5.42 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204414 "B+26 4164" "" "" 0.05 A1V X
H 105972 "" "21 27 46.16" "+66 48 32.9" 5.42 "" H 321.94232234 66.80914613 "" 4.23 -10.22 -20.72 0.44 0.41 0.48 0.58 0.47 -0.11 -0.13 0.09 -0.09 0.04 0.12 0.01 -0.24 0.17 -0.02 0 0.74 105972 5.282 0.003 5.397 0.003 "" -0.099 0.004 T -0.08 0.01 L "" 5.3893 0.0007 0.006 105 "" 5.38 5.4 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204770 "B+66 1405" "" "" -0.09 B7V X
H 106003 "" "21 28 08.16" "+32 13 30.5" 5.75 "" H 322.03399511 32.22513677 "" 22.41 134.05 79.39 0.43 0.46 0.65 0.49 0.54 -0.11 0.04 -0.06 0.18 0.12 -0.12 0.15 -0.02 0.1 -0.02 0 -1.54 106003 6.132 0.003 5.788 0.003 "" 0.333 0.005 T 0.39 0.01 L "" 5.8333 0.0009 0.009 133 "" 5.82 5.85 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204485 "B+31 4462" "" "" 0.38 F0V X
H 106032 "" "21 28 39.58" "+70 33 38.5" 3.23 1 H 322.16489595 70.56069481 "" 5.48 12.6 8.73 0.47 0.44 0.47 0.55 0.49 -0.21 0.0 0.03 -0.19 0.14 -0.14 0.15 -0.38 0.1 -0.23 0 1.38 106032 2.958 0.003 3.195 0.003 "" -0.201 0.003 G -0.25 0.03 C "" 3.1438 0.0022 0.013 82 "" 3.12 3.17 0.19 P 1 A 21287+7034 I 1 1 "" "" "" "" "" "" "" "" "" S "" P 205021 "B+69 1173" "" "" -0.25 "B2IIIv SB" G
H 106039 "" "21 28 43.32" "-21 48 25.8" 4.5 "" G 322.18048346 -21.80716659 "" 18.18 133.97 -5.47 0.76 0.45 0.89 0.9 0.45 0.12 -0.27 -0.03 -0.08 -0.17 0.46 -0.22 0.01 0.25 0.22 2 0.07 106039 5.64 0.004 4.606 0.003 "" 0.889 0.032 G 0.89 0.02 A "" 4.6603 0.0005 0.004 73 "" 4.65 4.67 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204381 "B-22 5692" "C-22 15402" "P-22  8029" 0.89 K0III 4
H 106044 "" "21 28 44.79" "-69 30 19.0" 5.47 2 H 322.18661378 -69.5052732 "" 8.23 82.31 -46.41 0.43 0.44 0.64 0.49 0.51 -0.18 -0.18 -0.05 0.01 -0.06 -0.1 -0.05 -0.04 -0.1 -0.25 1 -0.81 106044 7.355 0.01 5.762 0.011 "" 1.553 0.022 G 3.13 0.05 F "" 5.3361 0.0053 0.113 167 "" 5.21 5.57 "" U 2 "" "" "" "" 1 "" "" S "" "" "" "" "" "" S "" "" 203881 "" "C-70  1832" "P-70  2850" 3.13 M5III 1
H 106062 "" "21 28 59.76" "+22 10 45.9" 5.84 2 H 322.24898803 22.179404 "" 5.41 33.24 13.06 0.48 0.42 0.69 0.52 0.47 0.15 -0.09 -0.14 -0.05 0.0 -0.16 -0.02 -0.27 0.07 0.15 1 1.25 106062 7.7 0.01 6.093 0.008 "" 1.37 0.011 T 2.94 0.03 O "" 5.7663 0.0047 0.064 117 "" 5.65 5.84 "" U 2 "" 21290+2211 I 1 1 "" "" S "" "" "" "" "" "" S "" P 204585 "B+21 4555" "" "" 3.3 M4III S
H 106093 "" "21 29 26.91" "+46 32 25.2" 5.22 "" H 322.36213795 46.54033179 "" 14.58 43.33 104.05 0.44 0.39 0.54 0.59 0.43 -0.1 0.12 0.04 0.25 0.04 0.24 0.01 0.04 0.0 -0.17 0 -0.44 106093 6.452 0.004 5.332 0.003 "" 0.965 0.004 T 0.95 0.0 L "" 5.385 0.0005 0.005 123 "" 5.38 5.39 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204771 "B+45 3558" "" "" 0.96 K0III X
H 106140 "" "21 29 56.88" "+23 38 19.8" 4.52 1 H 322.48699859 23.63882922 "" 7.37 24.39 3.52 0.53 0.43 0.64 0.59 0.45 0.18 0.02 -0.16 -0.17 -0.07 -0.03 -0.07 -0.17 0.0 0.24 0 -1.09 106140 6.6 0.005 4.706 0.003 "" 1.618 0.008 G 1.82 0.03 C "" 4.6178 0.0008 0.009 116 "" 4.6 4.64 "" U 2 "" 21299+2338 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 204724 "B+23 4325" "" "" 1.82 M1III X
H 106227 "" "21 30 59.29" "+60 27 34.0" 5.53 "" H 322.74705697 60.45944015 "" 1.36 -1.68 -3.31 0.44 0.43 0.5 0.44 0.41 -0.05 0.07 0.19 0.07 0.26 0.09 0.25 -0.1 0.13 -0.05 0 0.45 106227 5.65 0.003 5.545 0.003 "" 0.102 0.004 T 0.12 0.0 L "" 5.5688 0.0007 0.007 110 "" 5.55 5.58 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 205139 "B+59 2395" "" "" 0.08 B1II X
H 106278 "" "21 31 33.52" "-05 34 16.2" 2.9 1 G 322.88966951 -5.57115593 "" 5.33 22.79 -6.7 0.77 0.52 0.94 1.06 0.67 0.19 -0.11 -0.17 -0.11 0.08 0.34 0.08 -0.2 0.41 0.44 0 2.11 106278 3.949 0.002 2.986 0.002 "" 0.828 0.01 G 0.82 0.02 A "" 3.0404 0.0006 0.004 71 "" 3.03 3.05 "" M "" "" 21316-0534 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 204867 "B-06 5770" "" "" 0.82 G0Ib X
H 106327 "" "21 32 05.86" "-41 10 45.6" 5.29 "" H 323.02442135 -41.1793364 "" 8.51 19.29 10.69 0.73 0.58 0.93 1.02 0.48 0.1 -0.09 -0.44 0.08 -0.28 0.45 -0.11 -0.39 0.21 0.14 0 -0.16 106327 6.726 0.007 5.417 0.004 "" 1.109 0.002 G 1.07 0.0 H "" 5.4585 0.0007 0.006 62 "" 5.45 5.47 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204783 "" "C-41 14550" "P-41  9645" 1.07 K0III 2
H 106393 "" "21 32 56.58" "+49 58 39.4" 5.77 "" H 323.23574046 49.97760064 "" 6.86 15.81 11.86 0.46 0.43 0.54 0.59 0.5 -0.19 -0.15 0.0 -0.19 0.06 0.05 0.04 -0.05 0.03 -0.1 1 -0.07 106393 5.725 0.003 5.763 0.003 "" -0.042 0.001 G -0.02 0.0 H "" 5.7612 0.0005 0.005 109 "" 5.75 5.77 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 205314 "B+49 3553" "" "" -0.02 A0V X
H 106429 "" "21 33 23.53" "-44 50 55.3" 5.57 "" H 323.348054 -44.8486946 "" 5.24 -18.92 -2.29 0.56 0.46 0.83 0.56 0.49 0.6 -0.5 -0.32 -0.24 -0.18 0.33 -0.12 -0.05 0.1 0.53 3 1.45 106429 6.917 0.004 5.688 0.002 "" 1.044 0.004 G 1.02 0.02 A "" 5.738 0.0005 0.006 192 "" 5.73 5.75 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 204960 "" "C-45 14367" "P-45 10158" 1.02 K0III X
H 106481 "" "21 33 58.87" "+45 35 31.4" 3.98 1 H 323.49530361 45.59206564 "" 26.2 -24.48 -93.88 0.4 0.38 0.51 0.51 0.45 -0.18 0.16 0.09 0.15 0.05 0.19 0.01 0.1 -0.09 -0.22 0 -0.58 106481 5.105 0.003 4.089 0.002 "" 0.885 0.004 G 0.94 0.03 C "" 4.1415 0.0006 0.006 121 "" 4.13 4.15 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 205435 "B+44 3865" "" "" 0.94 G8III X
H 106551 "" "21 34 46.48" "+38 32 01.8" 4.87 "" H 323.69365589 38.53382684 "" 12.76 116.8 93.3 0.33 0.38 0.53 0.38 0.42 -0.26 0.13 0.0 0.02 -0.02 -0.06 -0.01 0.07 0.02 -0.31 0 2.13 106551 6.279 0.003 4.993 0.002 "" 1.085 0.001 G 1.06 0.03 C "" 5.0402 0.0005 0.005 184 "" 5.03 5.05 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 205512 "B+37 4359" "" "" 1.06 K1III X
H 106559 "" "21 34 51.07" "-20 05 03.8" 5.7 "" H 323.71278777 -20.08438179 "" 36.86 -28.98 44.4 0.75 0.49 0.91 0.91 0.54 0.29 -0.13 -0.18 -0.11 -0.12 0.37 -0.1 0.11 0.22 0.38 0 0.56 106559 6.181 0.004 5.748 0.004 "" 0.423 0.005 T 0.49 0.01 L "" 5.7931 0.0007 0.004 72 "" 5.79 5.8 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 205289 "B-20 6237" "" "" 0.47 F5V 4
H 106592 "" "21 35 17.63" "-03 58 59.9" 5.79 "" H 323.82344304 -3.98329291 "" 7.39 -9.59 -4.8 0.87 0.61 0.97 1.17 0.68 0.04 0.17 -0.29 -0.44 0.14 -0.04 0.14 -0.48 0.48 0.04 2 1.25 106592 7.212 0.009 5.901 0.006 "" 1.11 0.0 G 1.07 0.0 H "" 5.9559 0.0011 0.007 71 "" 5.95 5.97 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 205423 "B-04 5489" "" "" 1.07 G9III: S
H 106654 "" "21 36 10.90" "-26 10 17.2" 5.73 "" H 324.04543329 -26.17145712 "" 18.57 107.81 -24.3 0.68 0.47 0.79 0.79 0.47 0.33 -0.07 -0.22 -0.18 -0.26 0.35 -0.19 0.01 0.0 0.29 2 1.64 106654 6.008 0.004 5.762 0.004 "" 0.234 0.005 T 0.26 0.01 L "" 5.797 0.0006 0.005 85 "" 5.78 5.81 "" C "" "" 21362-2610 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 205471 "" "C-26 15702" "P-26  7241" 0.23 A7/A8IV 3
H 106711 "" "21 36 56.98" "+40 24 48.6" 5.04 "" H 324.23740434 40.41349052 + 15.79 -1.5 12.47 0.92 1.71 0.61 0.47 0.56 0.41 -0.13 -0.22 0.02 -0.17 0.04 -0.05 0.01 0.08 -0.2 0 -1.84 106711 5.285 0.002 5.071 0.002 "" 0.198 0.003 T 0.22 0.0 L "" 5.1006 0.0003 0.005 162 "" 5.09 5.11 "" C "" "" "" "" "" 1 O "" "" "" "" "" "" "" "" S "" "" 205835 "B+39 4612" "" "" 0.19 A5V X
H 106723 "" "21 37 04.82" "-19 27 57.6" 4.51 2 T 324.27009487 -19.46601352 "" 4.92 13.48 0.81 0.74 0.52 0.91 0.92 0.6 0.29 -0.2 -0.13 -0.08 -0.15 0.41 -0.15 0.26 0.24 0.36 0 -1.63 106723 4.279 0.008 4.483 0.007 "" -0.18 0.12 G -0.17 0.02 A "" 4.4457 0.0086 0.058 81 "" 4.4 4.56 "" U 2 C 21371-1928 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 205637 "B-20 6251" "" "" -0.17 B3V:p 4
H 106786 "" "21 37 45.04" "-07 51 14.9" 4.68 "" G 324.43767522 -7.85414212 "" 18.26 114.29 -24.44 0.82 0.54 0.84 0.95 0.63 0.13 -0.15 -0.04 -0.47 -0.02 0.33 -0.05 -0.41 0.29 0.37 0 -1.27 106786 4.907 0.004 4.708 0.003 "" 0.175 0.006 G 0.19 0.02 A "" 4.7431 0.0013 0.008 74 "" 4.73 4.76 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 205767 "B-08 5701" "" "" 0.19 A7V X
H 106787 "" "21 37 45.37" "+19 19 06.9" 5.46 "" H 324.4390348 19.31857481 "" 10.15 99.51 13.43 0.49 0.45 0.72 0.58 0.48 0.34 0.12 -0.08 -0.15 -0.09 -0.26 -0.13 -0.59 0.19 0.24 1 0.66 106787 5.828 0.002 5.49 0.002 "" 0.321 0.003 T 0.37 0.0 L "" 5.5357 0.0004 0.006 232 "" 5.53 5.54 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 205852 "B+18 4827" "" "" 0.35 F1IV X
H 106801 "" "21 37 55.23" "+62 04 55.0" 4.76 1 H 324.48011167 62.08194667 "" 0.72 -1.9 -2.84 0.44 0.41 0.49 0.47 0.39 -0.11 0.04 0.13 0.1 0.13 0.1 0.11 -0.13 0.15 -0.09 1 0.5 106801 5.069 0.003 4.811 0.003 "" 0.246 0.004 T 0.38 0.03 C "" 4.8436 0.0025 0.016 105 "" 4.82 4.87 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206165 "B+61 2169" "" "" 0.38 B2Ib X
H 106856 "" "21 38 31.87" "+05 46 18.0" 5.66 "" H 324.63280732 5.77167281 "" 18.74 112.64 28.64 0.66 0.43 0.75 0.94 0.47 0.21 0.06 0.09 0.21 0.04 0.34 0.05 0.11 0.18 0.34 0 1.31 106856 5.973 0.004 5.694 0.004 "" 0.265 0.005 T 0.3 0.01 L "" 5.7321 0.0009 0.006 82 "" 5.72 5.74 "" C "" "" 21385+0546 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 205924 "B+05 4834" "" "" 0.28 A9IV-Vn X
