col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15 col16 col17 col18 col19 col20 col21 col22 col23 col24 col25 col26 col27 col28 col29 col30 col31 col32 col33 col34 col35 col36 col37 col38 col39 col40 col41 col42 col43 col44 col45 col46 col47 col48 col49 col50 col51 col52 col53 col54 col55 col56 col57 col58 col59 col60 col61 col62 col63 col64 col65 col66 col67 col68 col69 col70 col71 col72 col73 col74 col75 col76 col77 col78 
H 106886 "" "21 38 57.62" "+57 29 20.6" 5.74 1 G 324.74008434 57.48904968 A 2.78 -1.71 -5.04 0.68 0.76 0.79 0.7 0.76 -0.01 -0.02 -0.06 -0.19 0.15 -0.05 0.16 -0.24 0.1 0.38 3 -0.92 106886 5.887 0.005 5.712 0.004 A 0.2 0.01 G 0.15 0.01 L "" 5.6455 0.0021 0.016 114 - 5.62 5.67 "" U 2 "" 21390+5729 I 3 1 C P C "" "" "" "" "" "" S "" G 206267 "B+56 2617" "" "" 0.15 "O6 (f)" G
H 106897 "" "21 39 01.11" "+20 15 55.6" 5.77 1 H 324.75463604 20.26545357 "" 25.57 122.57 -1.14 0.69 0.47 0.74 0.9 0.49 0.07 -0.15 0.05 -0.5 0.04 0.12 -0.01 -0.57 0.06 0.04 1 -1.01 106897 6.139 0.003 5.812 0.003 "" 0.314 0.005 T 0.36 0.01 L "" 5.8499 0.0018 0.02 166 "" 5.82 5.88 0.41 P 1 A "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206043 "B+19 4754" "" "" 0.36 F2V X
H 106944 "" "21 39 33.28" "+02 14 37.5" 5.1 "" H 324.88868707 2.24376298 "" 13.55 -32.7 -84.17 0.78 0.51 0.88 1.13 0.51 0.32 0.14 0.11 0.12 -0.09 0.32 -0.05 0.1 0.17 0.42 0 2.15 106944 6.425 0.004 5.215 0.003 "" 1.034 0.005 G 1.01 0.02 A "" 5.2671 0.0006 0.006 74 "" 5.26 5.28 "" "" "" "" 21396+0215 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 206067 "B+01 4517" "" "" 1.01 K0III X
H 106985 "" "21 40 05.34" "-16 39 44.1" 3.69 "" H 325.02225935 -16.66225343 + 23.48 187.39 -22.33 1.34 0.77 1.1 1.87 1.72 0.52 -0.48 -0.18 -0.6 -0.44 0.44 -0.76 -0.49 0.46 0.68 3 -2.16 106985 4.082 0.003 3.718 0.003 "" 0.32 0.002 G 0.32 0.02 A "" 3.766 0.0005 0.004 68 "" 3.76 3.77 "" C "" "" "" "" "" 1 O "" "" "" "" "" "" "" "" S "" "" 206088 "B-17 6340" "" "" 0.32 A7III:mp... 4
H 106999 "" "21 40 11.06" "+43 16 25.7" 5.09 1 H 325.04608744 43.27380044 "" 8.06 60.51 16.08 0.42 0.44 0.61 0.47 0.51 -0.24 0.25 -0.12 -0.06 -0.08 0.12 -0.03 -0.05 0.09 -0.37 0 1.51 106999 7.171 0.007 5.284 0.003 "" 1.601 0.006 T 1.92 0.02 O "" 5.18 0.0016 0.015 115 "" 5.16 5.2 "" U 2 "" 21401+4316 I 1 1 "" "" S "" "" "" "" "" "" S "" "" 206330 "B+42 4177" "" "" 1.96 M1IIIvar X
H 107089 "" "21 41 28.47" "-77 23 22.1" 3.73 "" H 325.36863801 -77.38946215 "" 47.22 64.83 -240.38 2.29 2.18 2.9 2.63 2.12 -0.08 -0.01 -0.19 -0.02 -0.05 0.11 -0.04 -0.23 -0.1 -0.17 0 "" 107089 5.023 0.003 3.848 0.002 "" 1.008 0.003 T 0.98 0.02 A "" 3.8981 0.0004 0.004 133 "" 3.89 3.91 "" "" "" "" 21415-7723 I 1 1 X "" "" "" "" "" "" "" "" S "" D 205478 "" "" "P-77  1510" 0.98 K0III X
H 107095 "" "21 41 32.93" "-14 02 48.7" 5.16 1 H 325.38722004 -14.0468604 "" 30.73 -122.06 -308.64 0.78 0.53 0.92 1.29 0.66 0.12 -0.08 -0.17 0.03 -0.1 0.42 -0.04 0.09 0.17 0.02 0 1.64 107095 5.983 0.005 5.236 0.003 "" 0.672 0.003 G 0.73 0.04 E "" 5.2938 0.002 0.009 56 "" 5.28 5.31 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" P 206301 "B-14 6102" "" "" 0.73 G2V 4
H 107119 "" "21 41 55.08" "+71 18 40.3" 4.55 "" H 325.47948373 71.31118695 "" 18.55 119.48 94.49 0.43 0.41 0.46 0.49 0.41 -0.08 -0.03 0.13 0.06 0.05 -0.07 0.06 -0.09 0.02 -0.03 0 0.67 107119 5.98 0.003 4.663 0.002 "" 1.108 0.004 G 1.07 0.03 C "" 4.7136 0.0005 0.005 111 "" 4.71 4.72 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206952 "B+70 1193" "" "" 1.07 K0III X
H 107128 "" "21 42 00.64" "-23 15 45.5" 5.24 "" H 325.50266207 -23.26262557 "" 13.18 91.12 -95.5 0.71 0.48 0.8 0.79 0.48 0.29 -0.11 -0.32 -0.24 -0.3 0.3 -0.22 -0.03 -0.03 0.26 0 1.65 107128 6.495 0.004 5.348 0.003 "" 0.991 0.002 G 0.97 0.0 H "" 5.4033 0.0007 0.006 85 "" 5.39 5.42 "" C "" "" 21420-2316 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 206356 "" "C-23 17057" "" 0.97 K0III 4
H 107136 "" "21 42 05.66" "+51 11 22.7" 4.69 "" H 325.52358201 51.1896271 "" 1.94 5.25 -2.11 0.4 0.45 0.53 0.45 0.53 -0.09 0.11 -0.04 0.03 0.0 -0.19 0.01 -0.05 0.03 0.09 1 0.08 107136 4.523 0.002 4.66 0.002 "" -0.119 0.01 G -0.12 0.03 C "" 4.6443 0.0007 0.006 122 "" 4.63 4.65 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206672 "B+50 3410" "" "" -0.12 B3IV X
H 107144 "" "21 42 10.12" "+01 17 07.0" 5.66 "" G 325.54214706 1.28527344 "" 2.06 -5.89 -8.31 0.72 0.53 0.89 1.03 0.6 0.41 0.04 -0.02 -0.07 -0.21 0.42 -0.17 -0.23 0.24 0.56 0 1.55 107144 7.563 0.009 5.816 0.005 "" 1.446 0.008 G 1.44 0.01 I "" 5.8103 0.001 0.007 77 "" 5.8 5.83 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206445 "B+00 4770" "" "" 1.44 K2III X
H 107151 "" "21 42 15.44" "+05 40 48.5" 5.3 1 H 325.56435406 5.68015144 "" 6.25 11.21 -5.78 0.66 0.45 0.8 0.89 0.51 0.22 -0.05 -0.1 0.18 0.03 0.36 0.05 -0.17 0.41 0.36 0 -1.96 107151 7.454 0.007 5.504 0.004 "" 1.653 0.007 T 2.03 0.03 O "" 5.3834 0.0019 0.015 90 "" 5.37 5.41 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206487 "B+05 4850" "" "" 2.08 M2III S
H 107162 H "21 42 22.94" "+41 04 37.3" 5.73 "" H 325.59558607 41.07702304 * 8.76 23.38 -1.6 0.4 0.42 0.61 0.44 0.51 -0.32 0.07 -0.06 -0.09 0.11 -0.1 0.13 0.01 0.14 -0.37 1 0.56 107162 5.799 0.003 5.738 0.003 * 0.055 0.004 T 0.07 0.0 L * 5.7583 0.0005 0.007 158 * 5.75 5.77 "" D "" "" 21424+4105 I 1 2 C S A AB 355 0.189 0.003 0.39 0.07 S "" "" 206644 "B+40 4615" "" "" 0.06 A0V X
H 107188 "" "21 42 39.42" "-18 51 58.7" 4.72 "" G 325.66423845 -18.86630105 "" 11.22 145.9 -9.05 0.66 0.49 0.79 0.79 0.55 0.36 -0.01 -0.02 -0.06 -0.25 0.28 -0.27 0.12 0.03 0.42 0 0.78 107188 5.849 0.002 4.83 0.002 "" 0.868 0.026 G 0.91 0.02 A "" 4.8794 0.0004 0.005 110 "" 4.87 4.9 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206453 "B-19 6152" "" "" 0.91 G8III 4
H 107230 "" "21 43 04.13" "+72 19 12.7" 5.18 "" H 325.76719016 72.32018258 "" 13.19 -43.24 -40.59 0.42 0.4 0.46 0.49 0.4 -0.11 -0.11 0.05 -0.01 0.01 0.15 0.0 -0.09 0.09 -0.01 0 0.0 107230 6.54 0.004 5.294 0.003 "" 1.063 0.004 T 1.03 0.0 L "" 5.3447 0.0005 0.005 123 "" 5.34 5.35 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207130 "B+71 1082" "" "" 1.02 K0III X
H 107232 "" "21 43 04.40" "-14 23 59.1" 5.88 "" G 325.76833446 -14.39975885 "" 7.97 -3.75 20.35 0.73 0.53 0.92 1.27 0.65 0.16 -0.03 -0.1 0.01 -0.1 0.51 -0.07 -0.12 0.19 0.1 0 1.22 107232 6.189 0.005 5.913 0.005 "" 0.255 0.005 G 0.29 0.01 H "" 5.9541 0.001 0.007 52 "" 5.94 5.97 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206561 "B-15 6046" "" "" 0.29 A9/F0V 4
H 107235 "" "21 43 06.48" "+41 09 18.0" 5.51 1 H 325.77701184 41.15499969 "" 5.55 -15.96 -12.2 0.4 0.42 0.62 0.45 0.54 -0.32 0.14 -0.13 0.0 0.06 -0.11 0.08 -0.02 0.19 -0.4 1 0.04 107235 7.613 0.006 5.709 0.004 "" 1.615 0.006 T 1.96 0.03 O "" 5.5992 0.0014 0.013 154 "" 5.58 5.62 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206749 "B+40 4623" "" "" 1.98 M2III S
H 107253 "" "21 43 25.63" "+38 17 01.0" 5.69 "" G 325.85677886 38.28360055 "" 11.97 34.65 -4.91 0.33 0.4 0.6 0.35 0.47 -0.33 0.25 -0.22 0.05 0.12 -0.08 0.15 0.02 0.19 -0.31 0 -0.66 107253 5.695 0.002 5.699 0.003 "" -0.01 0.042 G 0.01 0.0 L "" 5.7095 0.0005 0.006 209 "" 5.7 5.72 "" D "" "" 21435+3818 I 2 1 "" "" "" "" "" "" "" "" "" S "" "" 206774 "B+37 4408" "" "" 0.01 A0V X
H 107259 "" "21 43 30.45" "+58 46 48.2" 4.23 2 H 325.87689561 58.78005308 "" 0.62 5.24 -2.88 0.45 0.43 0.52 0.48 0.49 0.04 0.07 0.04 0.12 0.15 -0.13 0.17 0.08 -0.07 0.3 4 1.34 107259 6.944 0.021 4.279 0.022 "" 2.242 0.025 T 3.57 0.1 O "" 3.9123 0.0291 0.204 105 "" 3.62 4.14 "" U 2 B 21435+5847 I 1 1 "" "" S "" "" "" "" "" "" S "" P 206936 "B+58 2316" "" "" 4.28 M2Ia X
H 107310 H "21 44 08.40" "+28 44 35.6" 4.49 "" H 326.03501874 28.74322228 A 44.64 260.33 -242.73 0.64 0.62 0.69 0.61 0.57 0.0 0.14 -0.17 -0.27 -0.14 0.02 -0.07 -0.74 0.28 0.03 1 0.76 107310 4.93 0.007 4.392 0.006 * 0.512 0.007 T 0.58 0.01 L * 4.6029 0.0004 0.005 161 * 4.6 4.61 "" D "" "" 21442+2845 I 2 2 C "" A AB 302 2.002 0.003 1.45 0.01 S "" "" 206826 "B+28 4169" "" "" 0.55 F6V X
H 107315 "" "21 44 11.14" "+09 52 30.0" 2.38 1 G 326.04641808 9.87500791 "" 4.85 30.02 1.38 0.74 0.45 0.84 1.12 0.49 0.14 0.13 0.04 0.39 0.12 0.47 0.12 -0.06 0.36 0.26 0 -0.5 107315 4.402 0.003 2.569 0.004 "" 1.52 0.51 G 1.42 0.02 A "" 2.546 0.0012 0.015 78 "" 2.53 2.57 "" U 2 "" 21441+0953 I 1 1 "" "" S "" "" "" "" "" "" S "" P 206778 "B+09 4891" "" "" 1.42 K2Ibvar X
H 107348 "" "21 44 30.69" "+17 21 00.2" 4.34 "" H 326.12787716 17.35004352 "" 3.62 7.9 -10.75 0.62 0.52 0.74 0.79 0.67 0.3 -0.2 -0.21 -0.24 0.25 0.04 0.24 0.0 0.07 0.29 0 -0.76 107348 5.815 0.002 4.465 0.002 "" 1.161 0.005 G 1.05 0.03 C "" 4.5102 0.0006 0.006 126 "" 4.5 4.52 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206859 "B+16 4582" "" "" 1.05 G5Ib X
H 107354 H "21 44 38.70" "+25 38 42.0" 4.14 "" G 326.16126755 25.64500284 * 28.34 46.66 13.47 1.82 1.83 0.88 0.84 0.8 0.24 -0.02 -0.27 -0.39 0.16 -0.08 0.12 -0.51 0.4 -0.25 13 0.61 107354 4.661 0.002 4.2 0.002 * 0.425 0.009 G 0.48 0.03 C * 4.2347 0.0006 0.004 95 * 4.23 4.25 "" D "" "" 21446+2539 I 1 2 C "" A AB 285 0.174 0.005 0.1 0.11 S "" "" 206901 "B+24 4463" "" "" 0.48 F5IV X
H 107380 "" "21 44 56.79" "-33 01 32.0" 4.35 "" H 326.2366159 -33.02555306 "" 15.93 31.79 -94.0 0.67 0.49 0.8 0.81 0.54 0.32 -0.14 -0.17 -0.01 -0.07 0.32 -0.03 0.24 0.02 0.35 0 -0.42 107380 4.294 0.002 4.332 0.002 "" -0.053 0.005 G -0.05 0.02 A "" 4.3337 0.0004 0.004 88 "" 4.33 4.34 "" C "" "" 21449-3302 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 206742 "" "C-33 15734" "P-33  6184" -0.05 B9.5V 3
H 107382 "" "21 45 00.25" "-09 04 56.7" 5.1 "" G 326.25102876 -9.08242443 "" 4.08 12.96 -1.65 0.77 0.45 0.89 0.96 0.45 0.29 -0.22 0.13 -0.25 0.19 0.43 0.01 0.32 0.26 0.5 0 0.8 107382 6.503 0.004 5.203 0.003 "" 1.108 0.001 G 1.02 0.03 C "" 5.2628 0.0009 0.006 85 "" 5.25 5.27 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 206834 "B-09 5829" "" "" 1.02 G8II-III X
H 107418 "" "21 45 26.93" "+61 07 14.9" 4.25 1 H 326.36220534 61.12081043 "" 0.64 -3.08 -1.86 0.43 0.4 0.47 0.43 0.39 -0.12 0.03 0.17 0.14 0.13 -0.01 0.15 -0.03 -0.04 -0.03 2 1.96 107418 4.861 0.003 4.357 0.003 "" 0.474 0.004 T 0.73 0.03 C "" 4.3911 0.0014 0.013 115 "" 4.37 4.42 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207260 "B+60 2288" "" "" 0.73 A2Iavar X
H 107472 "" "21 46 04.36" "+22 56 56.0" 5.29 1 G 326.51816071 22.94888549 "" 2.89 9.07 -2.35 0.63 0.57 0.78 0.75 0.68 0.22 0.05 -0.26 -0.03 -0.04 -0.15 -0.07 -0.39 0.3 0.17 0 0.27 107472 7.038 0.007 5.427 0.004 "" 1.381 0.006 G 1.35 0.01 H "" 5.4378 0.0013 0.01 70 "" 5.43 5.46 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207089 "B+22 4472" "" "" 1.35 K0Ib X
H 107517 "" "21 46 32.08" "-11 21 57.4" 5.57 "" H 326.63366745 -11.36593201 "" 11.1 30.36 -9.25 0.72 0.41 0.8 0.9 0.42 0.37 -0.03 0.08 -0.07 0.18 0.16 0.11 0.25 0.15 0.49 2 -0.54 107517 5.566 0.003 5.57 0.003 "" -0.002 0.004 T 0.02 0.0 L "" 5.5804 0.0004 0.005 94 "" 5.57 5.59 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207052 "B-12 6087" "" "" 0.01 A1V X
H 107533 H "21 46 47.61" "+49 18 34.5" 4.23 1 G 326.69835794 49.3095748 * 2.82 3.61 -1.86 0.42 0.41 0.52 0.45 0.44 -0.22 0.0 0.06 -0.16 0.13 -0.04 0.12 -0.05 0.09 -0.12 3 0.64 107533 4.078 0.002 4.222 0.002 * -0.12 0.008 G -0.13 0.03 C * 4.2016 0.0005 0.005 128 * 4.19 4.21 "" M "" "" 21468+4919 H 1 2 C S A AB 123 0.092 0.015 1.55 0.57 S "" "" 207330 "B+48 3504" "" "" -0.13 B3III X
H 107556 "" "21 47 02.29" "-16 07 35.6" 2.85 2 G 326.75952199 -16.12656595 "" 84.58 263.26 -296.23 0.8 0.59 0.88 1.23 0.67 0.18 -0.1 -0.22 0.07 -0.16 0.23 -0.16 -0.23 0.13 -0.03 0 -1.36 107556 "" "" "" "" "" 0.18 0.15 G 0.35 0.02 A "" 2.9409 0.0038 0.025 57 "" 2.91 3.02 1.02 P 1 A 21470-1607 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 207098 "B-16 5943" "" "" 0.35 "A5mF2 (IV)" G
H 107575 "" "21 47 13.96" "+02 41 10.1" 5.63 "" H 326.80815996 2.68613092 "" 6.98 6.28 -2.83 0.69 0.44 0.8 0.97 0.53 0.17 -0.04 -0.1 -0.06 0.08 0.38 0.09 -0.22 0.38 0.34 0 1.86 107575 5.644 0.003 5.632 0.003 "" 0.012 0.004 T 0.03 0.0 L "" 5.6423 0.0006 0.004 90 "" 5.63 5.65 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207203 "B+02 4414" "" "" 0.02 A1V X
H 107586 "" "21 47 25.31" "+60 41 33.7" 5.53 1 H 326.85544759 60.69269363 "" 6.98 -9.68 -1.84 0.43 0.39 0.47 0.48 0.4 -0.16 0.0 0.04 0.02 0.09 0.04 0.1 -0.09 0.03 -0.06 1 2.4 107586 7.556 0.007 5.701 0.003 "" 1.575 0.006 T 1.71 0.02 O "" 5.6296 0.0009 0.009 115 "" 5.61 5.64 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207528 "B+60 2294" "" "" 1.84 M1III S
H 107608 "" "21 47 44.17" "-30 53 53.9" 5.02 "" H 326.93405546 -30.89830582 "" 9.63 -34.53 0.64 0.78 0.53 0.9 0.88 0.62 0.25 -0.16 -0.21 -0.21 -0.16 0.36 -0.13 0.31 0.0 0.26 0 -0.43 107608 5.085 0.003 5.022 0.003 "" 0.042 0.002 G 0.06 0.0 H "" 5.0443 0.0005 0.005 79 "" 5.04 5.05 "" D "" "" 21477-3054 I 1 1 "" "" S "" "" "" "" "" "" S "" "" 207155 "" "C-31 18466" "P-31  6596" 0.06 A1V 3
H 107649 "" "21 48 15.61" "-47 18 10.4" 5.57 "" H 327.06503724 -47.3028979 "" 63.95 165.64 -295.0 0.49 0.41 0.78 0.55 0.4 0.44 -0.2 -0.07 0.05 0.02 0.15 0.07 0.26 -0.01 0.31 1 0.38 107649 6.307 0.003 5.64 0.002 "" 0.601 0.003 G 0.66 0.02 A "" 5.6986 0.0003 0.005 201 "" 5.69 5.71 "" C "" "" 21483-4718 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 207129 "" "C-47 13928" "P-47  9758" 0.66 G2V X
H 107763 "" "21 49 50.68" "+30 10 27.4" 5.07 "" H 327.46117477 30.17427852 "" 10.78 18.89 -26.14 0.38 0.46 0.58 0.48 0.53 0.1 0.06 -0.09 0.24 0.03 0.07 0.04 -0.08 0.08 0.12 0 -0.47 107763 5.082 0.002 5.072 0.002 "" 0.01 0.002 T 0.03 0.0 L "" 5.0858 0.0005 0.005 134 "" 5.08 5.1 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207650 "B+29 4525" "" "" 0.02 A1Vs X
H 107773 "" "21 50 00.13" "-64 42 44.8" 5.62 "" H 327.50054328 -64.7124436 "" 9.77 -3.6 -38.31 0.36 0.39 0.63 0.4 0.4 -0.26 0.01 -0.09 -0.11 0.02 0.1 0.03 -0.07 -0.18 -0.29 2 -2.2 107773 6.916 0.003 5.734 0.002 "" 1.018 0.001 G 0.99 0.0 H "" 5.79 0.0005 0.006 227 "" 5.78 5.8 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207229 "" "" "P-65  3951" 0.99 K1III X
H 107788 H "21 50 08.64" "+17 17 09.4" 5.34 "" H 327.53601656 17.28595705 * 29.91 91.28 -43.45 0.62 0.6 0.77 0.74 0.62 0.42 0.09 0.0 -0.05 -0.08 -0.22 -0.1 -0.26 0.06 0.31 0 2.68 107788 5.799 0.003 5.382 0.003 * 0.394 0.004 T 0.46 0.0 L * 5.4265 0.0007 0.006 97 * 5.41 5.44 "" D "" "" 21501+1717 I 1 2 C S A AB 184 0.103 0.013 1.21 0.31 S "" "" 207652 "B+16 4612" "" "" 0.46 F2III-IV X
H 107835 "" "21 50 47.23" "-69 37 45.9" 5.52 "" H 327.69677354 -69.62940458 "" 5.84 -24.77 -4.73 0.43 0.4 0.59 0.51 0.49 -0.2 -0.07 -0.1 0.14 0.03 0.02 0.04 0.0 -0.03 -0.27 1 0.58 107835 7.317 0.004 5.669 0.002 "" 1.378 0.004 T 1.35 0.01 L "" 5.6606 0.0007 0.008 168 "" 5.65 5.67 "" "" "" "" "" "" "" 1 G "" "" "" "" "" "" "" "" S "" "" 207241 "" "" "P-70  2873" 1.5 M0III X
H 107843 H "21 50 54.25" "-82 43 07.8" 5.27 "" H 327.72603561 -82.71882392 A 7.49 68.15 -33.03 0.69 0.62 0.65 0.67 0.56 -0.06 -0.03 -0.09 -0.26 0.19 -0.02 0.19 -0.23 -0.07 -0.23 2 0.95 107843 6.182 0.006 5.34 0.005 * 0.756 0.006 T 0.8 0.0 L * 5.4143 0.0005 0.006 130 * 5.4 5.43 "" D "" "" 21509-8243 I 1 2 C "" A AB 64 3.233 0.004 1.62 0.02 S "" "" 206240 "" "" "P-83   722" 0.92 G8/K0III+.. 1
H 107887 "" "21 51 34.24" "+19 49 35.9" 5.78 "" H 327.89264809 19.82664938 "" 5.58 20.51 13.33 0.54 0.51 0.66 0.59 0.54 0.28 0.06 -0.06 -0.06 -0.01 0.06 -0.01 -0.23 0.04 0.26 0 -2.44 107887 5.64 0.003 5.761 0.004 "" -0.1 0.005 G -0.08 0.01 H "" 5.7499 0.0011 0.008 94 "" 5.74 5.77 "" "" "" "" 21516+1950 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 207840 "B+19 4797" "" "" -0.08 B8III X
H 107930 "" "21 52 01.02" "+55 47 48.3" 5.7 "" G 328.00426049 55.79674452 A 5.07 18.9 -0.53 1.85 1.45 1.52 1.79 1.32 0.02 0.2 -0.02 -0.27 0.04 -0.28 0.07 -0.33 0.03 0.29 18 1.01 107930 5.549 0.002 5.665 0.003 A -0.081 0.004 G -0.06 0.01 H "" 5.6923 0.0197 0.101 120 A 5.55 5.83 "" D "" "" 21520+5548 I 2 1 C P A "" "" "" "" "" "" S "" "" 208095 "B+55 2639" "" "" -0.06 B6IV-V X
H 107975 "" "21 52 29.96" "+28 47 37.3" 5.52 "" H 328.12481712 28.79369216 "" 36.15 -58.67 -63.26 0.58 0.56 0.69 0.63 0.74 0.16 0.03 -0.21 0.35 0.16 -0.16 0.15 0.23 0.04 0.28 0 0.9 107975 6.028 0.004 5.576 0.003 "" 0.426 0.005 T 0.49 0.01 L "" 5.6173 0.0008 0.006 86 "" 5.61 5.63 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207978 "B+28 4215" "" "" 0.49 F6IVwvar X
H 108022 "" "21 53 03.76" "+25 55 30.5" 5.09 1 H 328.26567758 25.92513878 "" 6.37 9.12 0.34 0.55 0.5 0.7 0.58 0.6 0.02 0.32 -0.14 -0.13 0.05 -0.2 0.04 -0.07 0.07 0.16 0 0.73 108022 4.882 0.003 5.062 0.003 "" -0.155 0.004 T -0.15 0.01 L "" 5.0381 0.0019 0.013 85 "" 5.02 5.06 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" P 208057 "B+25 4635" "" "" -0.16 B3V X
H 108036 "" "21 53 17.58" "-13 33 06.5" 5.08 "" H 328.32326591 -13.55180134 "" 36.15 313.03 13.67 0.73 0.47 0.81 0.95 0.49 0.25 -0.04 0.1 -0.11 0.05 0.15 0.01 -0.01 0.09 0.31 4 0.12 108036 5.528 0.004 5.126 0.003 "" 0.378 0.011 G 0.43 0.02 A "" 5.1704 0.0007 0.005 81 "" 5.16 5.19 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 207958 "B-14 6149" "" "" 0.43 F3IV 4
H 108060 "" "21 53 37.37" "+19 40 06.2" 5.69 "" H 328.40569599 19.66838008 "" 14.18 22.1 23.51 0.56 0.53 0.69 0.63 0.59 0.32 0.13 -0.02 -0.11 0.0 -0.03 -0.01 -0.08 -0.09 0.29 0 -1.35 108060 5.704 0.003 5.682 0.004 "" 0.011 0.007 G 0.03 0.01 H "" 5.7013 0.0005 0.005 96 "" 5.69 5.71 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 208108 "B+18 4879" "" "" 0.03 A0Vs X
H 108085 "" "21 53 55.65" "-37 21 53.4" 3.0 "" G 328.48189202 -37.3648229 "" 16.07 95.88 -12.1 0.65 0.45 0.77 0.76 0.47 0.13 -0.2 -0.17 -0.06 -0.12 0.08 -0.05 0.23 -0.16 0.07 0 0.78 108085 2.896 0.003 2.994 0.002 "" -0.084 0.003 T -0.1 0.02 A "" 2.9763 0.0004 0.004 87 "" 2.97 2.99 "" "" "" "" "" "" "" 1 G "" "" "" "" "" "" "" "" S "" "" 207971 "" "C-37 14536" "P-37  9119" -0.1 B8III 3
H 108102 "" "21 54 10.34" "-04 16 33.4" 5.71 "" G 328.54309196 -4.27595735 "" 11.22 52.23 -91.47 0.68 0.46 0.76 0.81 0.48 0.26 0.04 0.0 -0.16 0.12 0.27 0.1 0.06 0.18 0.35 0 -0.41 108102 7.247 0.006 5.842 0.004 "" 1.185 0.001 G 1.15 0.0 H "" 5.8819 0.0006 0.006 87 "" 5.87 5.89 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 208111 "B-04 5568" "" "" 1.15 K2III S
H 108165 "" "21 54 53.16" "+56 36 40.4" 5.74 2 H 328.7214922 56.6112326 "" 1.29 -3.72 -2.2 0.44 0.42 0.54 0.45 0.41 -0.02 0.19 0.14 -0.13 0.01 -0.23 0.06 -0.24 0.02 0.08 0 2.05 108165 6.586 0.004 5.874 0.004 "" 0.655 0.005 T 1.0 0.03 C "" 5.9029 0.0018 0.018 113 "" 5.87 5.93 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 208501 "B+55 2644" "" "" 1.0 B8Ibvar X
H 108226 H "21 55 30.99" "+65 19 14.9" 5.84 1 G 328.87912929 65.32081194 A 2.71 5.74 -1.37 0.69 0.63 0.67 0.8 0.68 0.01 -0.14 0.22 0.12 0.05 0.22 -0.02 -0.06 -0.02 -0.28 4 0.88 108226 5.815 0.005 5.929 0.007 A -0.037 0.033 G -0.08 0.01 L * 5.8832 0.0013 0.01 113 * 5.87 5.9 "" U 2 "" 21555+6519 I 1 2 C "" A AB 246 1.308 0.009 2.21 0.03 S "" "" 208682 "B+64 1607" "" "" -0.08 B2.5Ve X
H 108294 "" "21 56 22.79" "-37 15 13.1" 5.45 "" H 329.09495119 -37.25363145 "" 10.35 -25.18 -9.61 0.59 0.43 0.72 0.61 0.43 0.23 -0.24 -0.14 -0.05 -0.09 0.25 -0.04 0.19 -0.06 0.18 0 0.17 108294 5.558 0.003 5.465 0.003 "" 0.084 0.004 T 0.1 0.0 L "" 5.4854 0.0005 0.005 90 "" 5.48 5.49 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 208321 "" "C-37 14565" "P-37  9126" 0.07 A3V 3
